user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
rhysling,10,nan,14996,,0,neutral,66,32,2
ruhrpottler69,10,nan,14996,,0,neutral,66,32,2
zx80,10,nan,14996,,0,neutral,66,32,2
bubbie,10,nan,14996,,0,neutral,66,32,2
JSmu,10,more strategic than original,14996,,0.3744,positive,66,32,2
bkornele,10,nan,14996,,0,neutral,66,32,2
joanneser,10,Brilliant,14996,,0.5859,positive,66,32,2
bozhawk,10,nan,14996,,0,neutral,66,32,2
kirklim,10,"Very good game, especially for 4-5 people playing.  It would be better if they can add expansions. For advanced players, please change the rule to ""connect the most cities"" instead of shuffling tickets",14996,,0.8805,positive,66,32,2
jasonhibbs,10,nan,14996,,0,neutral,66,32,2
relmbob,10,nan,14996,,0,neutral,66,32,2
Bandit Ripshawd,10,"Amazing game.  Just as good as the original, but with added choices and deeper gameplay.  Love them both.",14996,,0.8957,positive,66,32,2
Ratqueen,10,nan,14996,,0,neutral,66,32,2
pellitieri,10,nan,14996,,0,neutral,66,32,2
Gataaka,10,"A game that gamers and nongamers of all ages can equally enjoy as it is very addictive. Great family game. Adds quite a bit more to the original, all for the better.",14996,,0.9192,positive,66,32,2
fallensangel,10,"this is a great game, i think it is better than the original but tough if you don't know the cities you are trying to connect with",14996,,0.5267,positive,66,32,2
vynd,10,nan,14996,,0,neutral,66,32,2
Christian Noir Stein,10,It came today. Time for some testing. I have to rise it to 10 it's AWESOME. 4 days of playing with my younger sister (almost 35 games played!) and still we want MORE!,14996,,0.8185,positive,66,32,2
Clint,10,"Everything that we liked about the first game, and more.",14996,,0.4215,positive,66,32,2
badtarg,10,"Our most-played game, along with T2R.  Worth every penny. Everyone we have introduced to this game really likes it.",14996,,0.6115,positive,66,32,2
troken,10,nan,14996,,0,neutral,66,32,2
Paradigmrg,10,Great new version of an awesome game!  Adds some nice tweeks and its refreshing to have new routes and cities!,14996,,0.9115,positive,66,32,2
Stubid_JJ,10,nan,14996,,0,neutral,66,32,2
Fiske Warren,10,nan,14996,,0,neutral,66,32,2
Foozle,10,nan,14996,,0,neutral,66,32,2
Jimmi I.,10,nan,14996,,0,neutral,66,32,2
aquabob79,10,Keep,14996,,0,neutral,66,32,2
Naturelich,10,This game is one of my favorites!,14996,,0.4753,positive,66,32,2
chiesi,10,nan,14996,,0,neutral,66,32,2
illy,10,nan,14996,,0,neutral,66,32,2
marlin16,10,Great game. Even better than the first one!,14996,,0.807,positive,66,32,2
keithks,10,nan,14996,,0,neutral,66,32,2
ozsloop,10,nan,14996,,0,neutral,66,32,2
Wassail Games,10,Excellent for 2 players. Winning is a little less dependent on tix dealt out and more on train lines laid and timing of picking up new tix but do not like the stations as they seem like a get out of jail free card.  Will still play it loads and for ever though.,14996,,0.7763,positive,66,32,2
rhyen,10,nan,14996,,0,neutral,66,32,2
mac_s_1,10,"With gamers, this is the TtR version to play (although not by much, they're both brilliant games). With casual gamers, I prefer the more streamlined original.",14996,,0.8617,positive,66,32,2
moon_spoon,10,"A classic game improved greatly by the introduction of the stations, which can offer a lifeline near the end of the game.   The tunnels require an extra element of planning when going for routes as you may have to pay up to 3 cards more.  I'd recommend it to anyone who enjoyed the first version of this game and those who haven't played it at all. ",14996,,0.7745,positive,66,32,2
Steve Dave,10,nan,14996,,0,neutral,66,32,2
monosolo,10,nan,14996,,0,neutral,66,32,2
Nekura,10,nan,14996,,0,neutral,66,32,2
pregremlin,10,Multiple plays: A new map and a couple of additional rules.  I would say go with original to inexperienced gamers as it is the better gateway game.,14996,,0.7351,positive,66,32,2
tdyck,10,nan,14996,,0,neutral,66,32,2
grolapinos,10,nan,14996,,0,neutral,66,32,2
kerrhaydock,10,1 no E online 6-9-07,14996,,-0.296,negative,66,32,2
robbydee,10,nan,14996,,0,neutral,66,32,2
bobbie8153,10,nan,14996,,0,neutral,66,32,2
eratos,10,"So easy to teach, you know you like this game after just a few minutes!",14996,,0.7171,positive,66,32,2
tomfisher,10,Excellent in 2 player or 4 player action.  Fast paced and cut throat when everyone knows how to play.  Can't beat my wife though.,14996,,0.6124,positive,66,32,2
Alan H.,10,nan,14996,,0,neutral,66,32,2
Gringo Hairpiece,10,nan,14996,,0,neutral,66,32,2
tromed2,10,nan,14996,,0,neutral,66,32,2
TheCrippledWerewolf,10,THE slightly better train game.,14996,,0.3832,positive,66,32,2
kkspike,10,nan,14996,,0,neutral,66,32,2
jtspecial,10,"Just bought this gem of a game... After 5 plays in under 24 hours, IÂ´ll have to rate this a 9! (I won 3 of them!) Cool theme and excellent mechanics combine to make this a blast to play! I just hooked my girlfriend up to play online, so I guess my winning streak will soon be over, as she learns every trick of the game and every nook and cranny of the board, leaving me behind in her dust... Lige en advarsel til danskere der overvejer at kÃ¸be spillet... Der er et par steder i reglerne der halter lidt, sÃ¥ vÃ¦r forberedt pÃ¥ lige at lÃ¦se de svenske og norske regler ogsÃ¥! Specielt i afsnittene om at trÃ¦kke kort, og om tunneler!  Played a gazilion times this weekend! Gets tenser with more players, 5 is a bit too many for my taste... The sweet spot seems to be 3-4 players... 2 players gives you too much room to move about and mind your own busines...",14996,,0.972,positive,66,32,2
froglord,10,nan,14996,,0,neutral,66,32,2
jcb231,10,A great game for just about everyone.,14996,,0.6249,positive,66,32,2
Coyote7,10,nan,14996,,0,neutral,66,32,2
mdr69,10,nan,14996,,0,neutral,66,32,2
karrde,10,nan,14996,,0,neutral,66,32,2
Pat_Garret,10,nan,14996,,0,neutral,66,32,2
sourlemon,10,nan,14996,,0,neutral,66,32,2
SuperVun,10,One of my favourites... never seen anyone not liking this one.,14996,,-0.3089,negative,66,32,2
kateridgway,10,nan,14996,,0,neutral,66,32,2
Gazandmatt,10,My all time favorite game,14996,,0.4588,positive,66,32,2
wickman76,10,This is an excellent game. Love it!,14996,,0.8478,positive,66,32,2
cszt,10,nan,14996,,0,neutral,66,32,2
annhamon,10,2-5 players. Keep 2018.,14996,,0,neutral,66,32,2
dekano,10,"Divertidisimo, engancha",14996,,0,neutral,66,32,2
Alyksandyr,10,"Ticket to Ride USA was excellent. Ticket to Ride Europe is perfect. If people want to play Ticket to Ride, I always suggest this version. ",14996,,0.8779,positive,66,32,2
lizottef,10,nan,14996,,0,neutral,66,32,2
jrdegroot,10,nan,14996,,0,neutral,66,32,2
Neurocide,10,nan,14996,,0,neutral,66,32,2
BottOm,10,nan,14996,,0,neutral,66,32,2
Zzzzzyy,10,"Incredibly good game.  It's one that I can play with non gamer friends and gamer friends alike and have a great, nail biting game.  Perfect blend of intuitive game play and strategy, not to mention very nice production value.",14996,,0.9793,positive,66,32,2
FARMERIANO,10,nan,14996,,0,neutral,66,32,2
SirOmrof,10,nan,14996,,0,neutral,66,32,2
kathn,10,Own the computer version.,14996,,0,neutral,66,32,2
kevinb9n,10,"This is probably the best Ticket to Ride game. And the outcome is more likely to be skill-based than with regular TTR.  The ferries are cool because the increase the value of locomotive cards, which in turn increases the value of taking face-down draws. This makes your drawing decisions a little more interesting.  The tunnels tend to mitigate the advantage of drawing many overlapping tickets, since these overlapping tickets will be likely to pass through the central tunnel-infested regions. However, they also inject a hearty dose of randomness into the game which I don't think is really needed.  The stations are great. The best thing about them is that they allow you to really live on the edge of the knife with your ticket draws, which makes the game more fun.  Having all the tickets be 12 points or under, except for a single long ticket you get at the start of the game, is another change for the better. Regular TTR does suffer from some insanely lucky ticket draws you can make.  >20 plays counting F2F only.  Hundreds counting on-line, PC and xbox. ",14996,,0.9865,positive,66,32,2
shaugville,10,nan,14996,,0,neutral,66,32,2
ricbiserra,10,nan,14996,,0,neutral,66,32,2
sardanapal,10,"It's all about pure pleasure of playing. I feel like a child again while sitting at the table, considering winning strategy for T2R Europe...",14996,,0.886,positive,66,32,2
Loknath,10,nan,14996,,0,neutral,66,32,2
John_Kowalski,10,nan,14996,,0,neutral,66,32,2
spinli,10,nan,14996,,0,neutral,66,32,2
CalSara,10,"Ticket to Ride is always fun, and it's easy to teach our non-gaming friends how to play.  We bought the Europe version after playing the US version.  The addition of tunnels adds the element of chance, and the addition of stations gives you options when things get tight in Central Europe.  ",14996,,0.926,positive,66,32,2
esok,10,"This is the first of the series that I ever played. When I finished, I immediately wanted to play it again. It has so much that I like: set collection, efficiency rewards, secret goals, and a big beautiful map. What's not to like?",14996,,0.9573,positive,66,32,2
salmunna,10,nan,14996,,0,neutral,66,32,2
Jdawg,10,nan,14996,,0,neutral,66,32,2
lew80,10,nan,14996,,0,neutral,66,32,2
zoe79,10,nan,14996,,0,neutral,66,32,2
mvasilak,10,nan,14996,,0,neutral,66,32,2
Raife,10,nan,14996,,0,neutral,66,32,2
Cybrmage13,10,A good game for 3 to 5 people.,14996,,0.4404,positive,66,32,2
Feroz,10,nan,14996,,0,neutral,66,32,2
Sul12,10,nan,14996,,0,neutral,66,32,2
MartinStever,10,My 3rd favorite of the Ticket to Ride series.  Pretty dang good.,14996,,0.8442,positive,66,32,2
photochem,10,nan,14996,,0,neutral,66,32,2
Dr Doom,10,nan,14996,,0,neutral,66,32,2
Lawster,10,"Beautiful tiles. Enjoyable abstract. I like that the game is as much about outthinking your opponents as playing your own board. Definitely keep an eye on what tiles other players need, and factor that into your tile selection. Great tactical strategy about when to select tiles from the middle to change the order of who may get stuck with leftover tiles at the end of the round. Sometimes foisting negative points on other players is just as helpful in terms of end game score outcomes. Also, this game plays well at all player counts. Two-player is great since it's a different strategy than higher player counts due to likely only going through the tile bag once if you stick to 5 rounds. I added an additional bag to my box, so that used tiles go right in the 2nd bag each round. Speeds things up. Also, this game plays great with kids. If needed, you can modify the game for younger players by not having floor tiles count against them. That way they can just focus on the strategy and not get moody about taking negative points. Once the kids start beating you regularly, then you know that they are ready for the regular rules.",230802,,0.9756,positive,70,27,0
jondodd82,10,"One of my favorite puzzly games with a mean streak. Tile laying, drafting, fantastic components.",230802,,0.765,positive,70,27,0
Kimball Bent,10,nan,230802,,0,neutral,70,27,0
cjfhtagn,10,nan,230802,,0,neutral,70,27,0
dcoffer,10,nan,230802,,0,neutral,70,27,0
mika1560,10,nan,230802,,0,neutral,70,27,0
neurobrain,10,nan,230802,,0,neutral,70,27,0
benc11,10,nan,230802,,0,neutral,70,27,0
kyleandvalerie,10,"Fantastic abstract tile laying/drafting game with a beautiful table presence.  Love it at a 2P, but don't even think about hate drafting if you want to continue playing this game with your wife:).",230802,,0.4497,positive,70,27,0
deniswolf,10,nan,230802,,0,neutral,70,27,0
DebsMac,10,nan,230802,,0,neutral,70,27,0
dexdouglas,10,nan,230802,,0,neutral,70,27,0
robairreg,10,nan,230802,,0,neutral,70,27,0
benshever,10,My favorite game. Fantastic balance of choosing for your own benefit and against that of your opponent. Perfect length and plays equally well at all player counts. Will never turn down a play and actively seek it out.,230802,,0.949,positive,70,27,0
irishroar,10,"Azul is the epitome of everything I love about Kiesling's games.  He is my favorite designer.  Kiesling has an incredible ability to design games that have a concise and simple set of rules but have a ton of depth in the strategy and game play.  Azul epitomizes this.  Azul is so simple to remember all the rules, teach the rules, and get to the table.  Yet everytime I play I experience a new moment.  Its a game I can teach someone who has never played a modern board game in their life as well as enjoy playing with the heaviest and most discerning gamers.  I have around 12 plays under my belt and not a single one of those plays did I lose any love for this game.  ",230802,,0.9758,positive,70,27,0
ciggie,10,"I was not convinced of this game, but with how great Century is I decided to take a chance on this one too. Simple rules, but plenty of tough decisions throughout on what tiles to take and from where, plus what row to place them in since the tiles you take only go into 1 row on your board. So much crammed in to about 45 minutes, I wish I could have played it again right after. A few more plays of this I could see this jumping to a 9 as it is that good. Plan B has another hit on their hands.",230802,,0.9648,positive,70,27,0
